track_id,user_id,title,artist,album,duration_sec,storage_path,file_size_mb,codec,bitrate_kbps,sample_rate,source_quality,tagging_status,tag_confidence_avg,language,release_year,isrc,musicbrainz_recording_id,acoustid,created_at,updated_at,genre_tags,vibe_tags,context_tags,version_tags,quality_tags,language_tags,all_tags,bpm,musical_key,loudness_lufs,energy,danceability,valence,acousticness,instrumentalness,vocal_presence,intro_length_sec,outro_fade,play_count,complete_count,skip_count,like_count,last_played_at,recommendation_notes,needs_review_flag,issue_flags,suggested_review_reason
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,c2831538-94b0-4a57-b034-5e873a53c42e,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,八方来财,211.7,c2831538-94b0-4a57-b034-5e873a53c42e/8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a.mp3,8.17,mp3,320,44100,high-compressed,ready,0.68,,,,,,2026-07-06T04:54:33.940677+00:00,2026-07-06T06:17:52.10373+00:00,pop(0.70/llm),dramatic(0.68/llm),background(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); pop(0.70/llm); dramatic(0.68/llm); background(0.66/llm); lang-zh(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,c2831538-94b0-4a57-b034-5e873a53c42e,土坡上的狗尾草,卢润泽,未知专辑,196,c2831538-94b0-4a57-b034-5e873a53c42e/341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f.mp3,7.54,mp3,320,44100,high-compressed,partial,0.627,,,,,,2026-07-06T04:54:34.00216+00:00,2026-07-06T06:18:51.738016+00:00,mandopop(0.60/llm); c-pop(0.60/llm),soft(0.58/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm); background(0.56/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.55/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); playlist-continue-good(0.62/llm); mandopop(0.60/llm); c-pop(0.60/llm); soft(0.58/llm); transition-safe(0.58/llm); background(0.56/llm); lang-zh(0.55/llm),,,,2,3,3,,,4,,,0,0,0,0,,,no,partial_tags; missing_bpm; low_confidence_tags; embedding_missing,Tagging status is partial. BPM not analyzed. Average tag confidence below threshold.
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,c2831538-94b0-4a57-b034-5e873a53c42e,KICK BACK,米津玄師,KICK BACK,193.5,c2831538-94b0-4a57-b034-5e873a53c42e/f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343.mp3,7.51,mp3,320,44100,high-compressed,ready,0.68,,,,,,2026-07-06T04:55:36.401289+00:00,2026-07-06T06:18:08.08499+00:00,j-pop(0.70/llm); pop(0.70/llm),confident(0.68/llm); baddie(0.68/llm),party(0.66/llm); gym(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-ja(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); j-pop(0.70/llm); pop(0.70/llm); confident(0.68/llm); baddie(0.68/llm); party(0.66/llm); gym(0.66/llm); lang-ja(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,c2831538-94b0-4a57-b034-5e873a53c42e,飞鸟和蝉,任然,未知专辑,296,c2831538-94b0-4a57-b034-5e873a53c42e/d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734.mp3,11.38,mp3,320,44100,high-compressed,ready,0.656,,,,,,2026-07-06T04:54:24.145369+00:00,2026-07-06T06:18:00.826152+00:00,pop(0.58/llm),confident(0.55/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,playlist-continue-good(0.62/llm); pop(0.58/llm); transition-safe(0.58/llm); confident(0.55/llm),,,,3,3,3,,,4,,,6,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,c2831538-94b0-4a57-b034-5e873a53c42e,无人之岛,任然,未知专辑,285.2,c2831538-94b0-4a57-b034-5e873a53c42e/d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056.mp3,10.91,mp3,320,44100,high-compressed,ready,0.656,,,,,,2026-07-06T04:54:29.97747+00:00,2026-07-06T06:18:03.143674+00:00,pop(0.58/llm),confident(0.55/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,playlist-continue-good(0.62/llm); pop(0.58/llm); transition-safe(0.58/llm); confident(0.55/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,c2831538-94b0-4a57-b034-5e873a53c42e,死ぬのがいいわ,藤井 風,HELP EVER HURT NEVER,185.6,c2831538-94b0-4a57-b034-5e873a53c42e/eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130.mp3,7.36,mp3,320,44100,high-compressed,ready,0.656,,,,,,2026-07-06T04:55:21.952729+00:00,2026-07-06T06:18:07.310134+00:00,pop(0.58/llm),confident(0.55/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,playlist-continue-good(0.62/llm); pop(0.58/llm); transition-safe(0.58/llm); confident(0.55/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5,c2831538-94b0-4a57-b034-5e873a53c42e,别让爱凋落 (Live),王赫野、喻言,未知专辑,207.4,c2831538-94b0-4a57-b034-5e873a53c42e/fd02a6acac031770e0afe8fef623f8b13c1937287e8b230dd80b7a80c2c5a6a5.mp3,8.01,mp3,320,44100,high-compressed,ready,0.663,,,,,,2026-07-06T04:54:37.303883+00:00,2026-07-06T06:17:55.100065+00:00,c-pop(0.65/llm),dramatic(0.63/llm),playlist-continue-good(0.62/llm); background(0.61/llm); transition-safe(0.58/llm),,,lang-zh(0.60/llm),c-pop(0.65/llm); dramatic(0.63/llm); playlist-continue-good(0.62/llm); background(0.61/llm); lang-zh(0.60/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
20e8fd998c7f4c56315d8f9094e8a3fdcda517e886f23e3e028a58a4d73774e0,c2831538-94b0-4a57-b034-5e873a53c42e,爱你,王心凌,爱你,219.6,c2831538-94b0-4a57-b034-5e873a53c42e/20e8fd998c7f4c56315d8f9094e8a3fdcda517e886f23e3e028a58a4d73774e0.mp3,8.46,mp3,320,44100,high-compressed,ready,0.684,,,,,,2026-07-06T04:54:27.070578+00:00,2026-07-06T06:18:51.308613+00:00,mandopop(0.70/llm); c-pop(0.70/llm),cute(0.68/llm); dramatic(0.68/llm),background(0.66/llm); karaoke(0.66/llm); playlist-continue-good(0.66/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); mandopop(0.70/llm); c-pop(0.70/llm); cute(0.68/llm); dramatic(0.68/llm); background(0.66/llm); karaoke(0.66/llm); playlist-continue-good(0.66/llm); lang-zh(0.65/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c,c2831538-94b0-4a57-b034-5e873a53c42e,木偶人,薛之谦,未知专辑,286.6,c2831538-94b0-4a57-b034-5e873a53c42e/4a069eebf97591779d1f289cd208fa4a6f38c0174ab2bb309137d25539e4243c.mp3,10.98,mp3,320,44100,high-compressed,ready,0.622,,,,,,2026-07-06T04:54:29.447992+00:00,2026-07-06T06:17:55.607312+00:00,c-pop(0.60/llm); mandopop(0.60/llm),dramatic(0.58/llm); soft(0.58/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm); background(0.56/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.55/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); playlist-continue-good(0.62/llm); c-pop(0.60/llm); mandopop(0.60/llm); dramatic(0.58/llm); soft(0.58/llm); transition-safe(0.58/llm); background(0.56/llm); lang-zh(0.55/llm),,,,3,2,3,,,4,,,0,0,0,0,,,no,missing_bpm; low_confidence_tags; embedding_missing,BPM not analyzed. Average tag confidence below threshold.
eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16,c2831538-94b0-4a57-b034-5e873a53c42e,壁上观,一棵小葱、张曦匀,未知专辑,284,c2831538-94b0-4a57-b034-5e873a53c42e/eb411fe97f00a4f93b49ae26436ac1d7e158c95c12b937a1654f4d3cbdb2bb16.mp3,10.9,mp3,320,44100,high-compressed,ready,0.656,,,,,,2026-07-06T04:54:33.980561+00:00,2026-07-06T06:18:12.904637+00:00,pop(0.58/llm),confident(0.55/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,playlist-continue-good(0.62/llm); pop(0.58/llm); transition-safe(0.58/llm); confident(0.55/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024,c2831538-94b0-4a57-b034-5e873a53c42e,阿嬷,周林枫,阿嬷,198,c2831538-94b0-4a57-b034-5e873a53c42e/48a4fda2457a4bfce3440bda8906f09051d3de732c0a24c786eacb0059b7e024.mp3,7.67,mp3,320,44100,high-compressed,ready,0.619,,,,,,2026-07-06T04:54:23.749808+00:00,2026-07-06T06:17:43.734348+00:00,mandopop(0.55/llm),dramatic(0.55/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm); background(0.55/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.55/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); playlist-continue-good(0.62/llm); transition-safe(0.58/llm); mandopop(0.55/llm); dramatic(0.55/llm); background(0.55/llm); lang-zh(0.55/llm),,,,3,3,3,,,4,,,3,0,0,0,,,no,missing_bpm; low_confidence_tags; embedding_missing,BPM not analyzed. Average tag confidence below threshold.
405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9,c2831538-94b0-4a57-b034-5e873a53c42e,大鱼,周深,大鱼,313.7,c2831538-94b0-4a57-b034-5e873a53c42e/405256d90fe8180cb1d78afc03d32cbb2fe39d836c33080d7d25283f61cc27f9.mp3,12.02,mp3,320,44100,high-compressed,ready,0.622,,,,,,2026-07-06T04:54:32.362368+00:00,2026-07-06T06:18:00.615028+00:00,c-pop(0.60/llm); mandopop(0.60/llm),dramatic(0.58/llm); soft(0.58/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm); background(0.56/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.55/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); playlist-continue-good(0.62/llm); c-pop(0.60/llm); mandopop(0.60/llm); dramatic(0.58/llm); soft(0.58/llm); transition-safe(0.58/llm); background(0.56/llm); lang-zh(0.55/llm),,,,3,2,3,,,4,,,0,0,0,0,,,no,missing_bpm; low_confidence_tags; embedding_missing,BPM not analyzed. Average tag confidence below threshold.
a50df70b1b915025b0c8bb96d4f38e81a570081dd6efb961f91034edc3c47d6a,c2831538-94b0-4a57-b034-5e873a53c42e,化身孤岛的鲸,周深,未知专辑,265,c2831538-94b0-4a57-b034-5e873a53c42e/a50df70b1b915025b0c8bb96d4f38e81a570081dd6efb961f91034edc3c47d6a.mp3,10.16,mp3,320,44100,high-compressed,ready,0.659,,,,,,2026-07-06T04:54:36.253872+00:00,2026-07-06T06:18:10.873928+00:00,c-pop(0.70/llm); mandopop(0.70/llm),dramatic(0.68/llm); soft(0.68/llm),background(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,lang-zh(0.65/llm),c-pop(0.70/llm); mandopop(0.70/llm); dramatic(0.68/llm); soft(0.68/llm); background(0.66/llm); lang-zh(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357,c2831538-94b0-4a57-b034-5e873a53c42e,起风了,周深,起风了,311.5,c2831538-94b0-4a57-b034-5e873a53c42e/a35d70b04defbbd2fceb2614f990eb944c0d1460f8508386212e69e58f169357.mp3,11.95,mp3,320,44100,high-compressed,ready,0.622,,,,,,2026-07-06T04:54:24.664559+00:00,2026-07-06T06:18:05.76183+00:00,c-pop(0.60/llm); mandopop(0.60/llm),dramatic(0.58/llm); soft(0.58/llm),playlist-continue-good(0.62/llm); transition-safe(0.58/llm); background(0.56/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-zh(0.55/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); playlist-continue-good(0.62/llm); c-pop(0.60/llm); mandopop(0.60/llm); dramatic(0.58/llm); soft(0.58/llm); transition-safe(0.58/llm); background(0.56/llm); lang-zh(0.55/llm),,,,3,2,3,,,4,,,1,0,0,0,,,no,missing_bpm; low_confidence_tags; embedding_missing,BPM not analyzed. Average tag confidence below threshold.
8a6958a41bb1fb763536d3aa4cf9bde2125ebcec9a59fc2124c839eea3f3b34d,c2831538-94b0-4a57-b034-5e873a53c42e,Armageddon,aespa,Armageddon - The 1st Album,196.5,c2831538-94b0-4a57-b034-5e873a53c42e/8a6958a41bb1fb763536d3aa4cf9bde2125ebcec9a59fc2124c839eea3f3b34d.mp3,7.66,mp3,320,44100,high-compressed,ready,0.713,,,,,,2026-07-06T04:53:40.944804+00:00,2026-07-06T06:17:37.879422+00:00,k-pop(0.75/llm); dance-pop(0.75/llm),baddie(0.73/llm); confident(0.73/llm); club(0.73/llm),party(0.71/llm); gym(0.71/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-ko(0.70/llm),high-compressed(0.85/heuristic); k-pop(0.75/llm); dance-pop(0.75/llm); baddie(0.73/llm); confident(0.73/llm); club(0.73/llm); party(0.71/llm); gym(0.71/llm); original(0.70/heuristic); lang-ko(0.70/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
02727e4f165c5c2fd6cea7fabea3cf75c5cff590904e3961e513d9fa2ea5684d,c2831538-94b0-4a57-b034-5e873a53c42e,Drama,aespa,Drama - The 4th Mini Album,215,c2831538-94b0-4a57-b034-5e873a53c42e/02727e4f165c5c2fd6cea7fabea3cf75c5cff590904e3961e513d9fa2ea5684d.mp3,8.29,mp3,320,44100,high-compressed,ready,0.756,,,,,,2026-07-06T04:53:40.847504+00:00,2026-07-06T06:17:41.847827+00:00,k-pop(0.80/llm); dance-pop(0.80/llm),dramatic(0.78/llm); confident(0.78/llm),homepage-safe(0.76/llm); playlist-continue-good(0.76/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-ko(0.75/llm),high-compressed(0.85/heuristic); k-pop(0.80/llm); dance-pop(0.80/llm); dramatic(0.78/llm); confident(0.78/llm); homepage-safe(0.76/llm); playlist-continue-good(0.76/llm); lang-ko(0.75/llm); original(0.70/heuristic); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing; duplicate_suspect,BPM not analyzed.
