track_id,title,artist,namespace,tag_slug,tag_label,confidence,source,locked,created_at
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,context,background,Background,0.5599999999999999,llm,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,genre,c-pop,C-Pop,0.6,llm,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,genre,mandopop,Mandopop,0.6,llm,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,language,lang-zh,Chinese,0.55,llm,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:01:17.225133+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,version,original,Original,0.7,heuristic,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,vibe,dramatic,Dramatic,0.58,llm,false,2026-07-06T05:07:03.018403+00:00
8c1fcd974837738c30fcf2a23c5b3f8389a1c5236a926192a34e699d2abad4c6,玫瑰少年,蔡依林,vibe,confident,Confident,0.58,llm,false,2026-07-06T05:07:03.018403+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,context,party,Party,0.6599999999999999,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,context,playlist-continue-good,Playlist Continue,0.6599999999999999,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,genre,c-pop,C-Pop,0.7,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,genre,mandopop,Mandopop,0.7,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,language,lang-zh,Chinese,0.6499999999999999,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:01:15.130983+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,version,original,Original,0.7,heuristic,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,vibe,baddie,Baddie,0.6799999999999999,llm,false,2026-07-06T05:07:02.672358+00:00
9dc2cebc8bbd98e7fbf9b1a129f733532bb75fc498dc1ed0857bd7c1fe895137,美杜莎,蔡依林,vibe,confident,Confident,0.6799999999999999,llm,false,2026-07-06T05:07:02.672358+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,context,party,Party,0.61,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,genre,c-pop,C-Pop,0.65,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,genre,pop,Pop,0.65,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,language,lang-zh,Chinese,0.6,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:01:15.778917+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,version,original,Original,0.7,heuristic,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,vibe,confident,Confident,0.63,llm,false,2026-07-06T05:10:04.467538+00:00
154a942a279ee919fda6f7344f2b9bb9d2d4fd72b5e6224baa12ef0c8b3b8633,美人计,蔡依林,vibe,baddie,Baddie,0.63,llm,false,2026-07-06T05:10:04.467538+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,context,background,Background,0.71,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,genre,c-pop,C-Pop,0.75,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,genre,mandopop,Mandopop,0.75,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,language,lang-zh,Chinese,0.7,llm,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,version,original,Original,0.7,heuristic,false,2026-07-06T05:07:28.225966+00:00
89aed1a6d0c112e9196049d38fd700d4860b32bcd83272e481d4a8c99970bb96,Pleasure,蔡依林,vibe,sexy,Sexy,0.73,llm,false,2026-07-06T05:07:28.225966+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,context,background,Background,0.5599999999999999,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,genre,c-pop,C-Pop,0.6,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,genre,pop,Pop,0.6,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,language,lang-zh,Chinese,0.55,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:01:13.683433+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,version,original,Original,0.7,heuristic,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,vibe,soft,Soft,0.58,llm,false,2026-07-06T05:10:04.907044+00:00
c05668b1ee2635961847685bde22dda8969f27f3bc117ea7d262371bc5bb1dd4,爱人错过,告五人,vibe,dramatic,Dramatic,0.58,llm,false,2026-07-06T05:10:04.907044+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,context,background,Background,0.55,llm,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,genre,mandopop,Mandopop,0.55,llm,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,language,lang-zh,Chinese,0.55,llm,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:01:16.455913+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,version,original,Original,0.7,heuristic,false,2026-07-06T05:09:31.683492+00:00
cc4b366b4b5151e1bc7c320a6c8b0fddc7fe6be36c0f35276dc1e59fdb9deb97,悬溺,葛东琪,vibe,dramatic,Dramatic,0.55,llm,false,2026-07-06T05:09:31.683492+00:00
b79209a0ecd7d8cac7743724eaf5145391098b2a4791c18be7e8bce5bbf12104,凄美地,郭顶,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:04:49.855472+00:00
b79209a0ecd7d8cac7743724eaf5145391098b2a4791c18be7e8bce5bbf12104,凄美地,郭顶,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:04:49.855472+00:00
b79209a0ecd7d8cac7743724eaf5145391098b2a4791c18be7e8bce5bbf12104,凄美地,郭顶,genre,pop,Pop,0.58,llm,false,2026-07-06T06:04:49.855472+00:00
b79209a0ecd7d8cac7743724eaf5145391098b2a4791c18be7e8bce5bbf12104,凄美地,郭顶,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:04:49.855472+00:00
b79209a0ecd7d8cac7743724eaf5145391098b2a4791c18be7e8bce5bbf12104,凄美地,郭顶,vibe,confident,Confident,0.55,llm,false,2026-07-06T06:04:49.855472+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,context,background,Background,0.55,llm,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,genre,c-pop,C-Pop,0.55,llm,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,language,lang-zh,Chinese,0.55,llm,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,version,original,Original,0.7,heuristic,false,2026-07-06T06:04:11.484143+00:00
89aa46b21a8eea916da51e2ed8b92ba165bedfeb24ce8f86892815b0c3a9ca3b,水星记,郭顶,vibe,dramatic,Dramatic,0.55,llm,false,2026-07-06T06:04:11.484143+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,context,background,Background,0.6599999999999999,llm,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,genre,pop,Pop,0.7,llm,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,language,lang-zh,Chinese,0.6499999999999999,llm,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,version,original,Original,0.7,heuristic,false,2026-07-06T05:09:03.897007+00:00
8f232208cdcfd43140f85c71f500e8794e070dd333783db08af71fe152e6906a,大展鸿图,揽佬SKAI ISYOURGOD;AR刘夫阳,vibe,dramatic,Dramatic,0.6799999999999999,llm,false,2026-07-06T05:09:03.897007+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,context,background,Background,0.55,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,genre,mandopop,Mandopop,0.55,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,genre,c-pop,C-Pop,0.55,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,language,lang-zh,Chinese,0.55,llm,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,version,original,Original,0.7,heuristic,false,2026-07-06T06:03:45.815321+00:00
341c0f788a7e95ae48a4e3d6980602730d1a37525fd85098310cabc6be35e28f,土坡上的狗尾草,卢润泽,vibe,soft,Soft,0.55,llm,false,2026-07-06T06:03:45.815321+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,context,party,Party,0.6599999999999999,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,context,gym,Gym,0.6599999999999999,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,genre,j-pop,J-Pop,0.7,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,genre,pop,Pop,0.7,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,language,lang-ja,Japanese,0.6499999999999999,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,quality,high-compressed,High Compressed,0.85,heuristic,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,version,original,Original,0.7,heuristic,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,vibe,confident,Confident,0.6799999999999999,llm,false,2026-07-06T05:08:32.50489+00:00
f87b1ed58714ddd385b06348fcabdc8666484122d28292bf48800ec920851343,KICK BACK,米津玄師,vibe,baddie,Baddie,0.6799999999999999,llm,false,2026-07-06T05:08:32.50489+00:00
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:04:50.286527+00:00
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:04:50.286527+00:00
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,genre,pop,Pop,0.58,llm,false,2026-07-06T06:04:50.286527+00:00
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:04:50.286527+00:00
d038530279d8c543a37997d5f845202dadb76da4e4ca787a93f3ba022cc62734,飞鸟和蝉,任然,vibe,confident,Confident,0.55,llm,false,2026-07-06T06:04:50.286527+00:00
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:04:50.992243+00:00
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:04:50.992243+00:00
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,genre,pop,Pop,0.58,llm,false,2026-07-06T06:04:50.992243+00:00
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,quality,duplicate,Duplicate,0.95,heuristic,false,2026-07-06T06:04:50.992243+00:00
d58911244f887d0f5d435d94b3ef3a84592d1e33435c5f0eed266e2f40304056,无人之岛,任然,vibe,confident,Confident,0.55,llm,false,2026-07-06T06:04:50.992243+00:00
eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,context,playlist-continue-good,Playlist Continue,0.62,llm,false,2026-07-06T06:04:51.77317+00:00
eae191d96b2c78fbf5fd84b9695ff56c7fe33d73468e2bf4bb1ea8a6be239130,死ぬのがいいわ,藤井 風,context,transition-safe,Transition Safe,0.58,llm,false,2026-07-06T06:04:51.77317+00:00
